survey_id,trip_id,landing_date,gaul_1_code,gaul_1_name,gaul_2_code,gaul_2_name,n_fishers,trip_duration_hrs,gear,vessel_type,catch_habitat,catch_outcome,n_catch,catch_taxon,scientific_name,length_cm,catch_kg,catch_price,tot_catch_kg,tot_catch_price
apobg7g9x9c5ZqHbcn69T3,TRIP_719626629,2025-11-03,1490,Nampula,104388,Nacala,18,6,Purse Seine,Motorized Boat,Open sea,1,3,LVK,Lutjanus kasmira,,120,,480,10000
apobg7g9x9c5ZqHbcn69T3,TRIP_719626670,2025-11-03,1490,Nampula,104388,Nacala,4,6.25,Gill Net,Dugout Canoe,Open sea,1,1,EFZ,Cheilopogon cyanopterus,,80,,80,5000
apobg7g9x9c5ZqHbcn69T3,TRIP_719626699,2025-11-03,1490,Nampula,104388,Nacala,1,7.08333333333333,Hand Line,Dugout Canoe,Seagrass,1,1,LTS,Lethrinus lentjan,,3,,5.5,350
apobg7g9x9c5ZqHbcn69T3,TRIP_719626699,2025-11-03,1490,Nampula,104388,Nacala,1,7.08333333333333,Hand Line,Dugout Canoe,Seagrass,1,2,RPO,Parupeneus macronema,,1.5,,5.5,350
apobg7g9x9c5ZqHbcn69T3,TRIP_719626699,2025-11-03,1490,Nampula,104388,Nacala,1,7.08333333333333,Hand Line,Dugout Canoe,Seagrass,1,3,RPY,Parupeneus cyclostomus,,1,,5.5,350
apobg7g9x9c5ZqHbcn69T3,TRIP_719626730,2025-11-03,1490,Nampula,104388,Nacala,15,6.78333333333333,Purse Seine,Motorized Boat,Open sea,1,1,CJC,Caesio caerulaurea,,60,,60,4000
apobg7g9x9c5ZqHbcn69T3,TRIP_719626766,2025-11-03,1490,Nampula,104388,Nacala,4,7.21666666666667,Gill Net,Dugout Canoe,Open sea,1,1,EFZ,Cheilopogon cyanopterus,,50,,50,4000
apobg7g9x9c5ZqHbcn69T3,TRIP_719626868,2025-11-03,1490,Nampula,104388,Nacala,19,3.41666666666667,Trawl Net,Motorized Boat,Estuary,1,1,GEJ,Gerres oyena,,28,,52,3500
apobg7g9x9c5ZqHbcn69T3,TRIP_719626868,2025-11-03,1490,Nampula,104388,Nacala,19,3.41666666666667,Trawl Net,Motorized Boat,Estuary,1,2,ILS,Sillago sihama,,15,,52,3500
apobg7g9x9c5ZqHbcn69T3,TRIP_719626868,2025-11-03,1490,Nampula,104388,Nacala,19,3.41666666666667,Trawl Net,Motorized Boat,Estuary,1,3,TEU,Terapon puta,,6,,52,3500
apobg7g9x9c5ZqHbcn69T3,TRIP_719626868,2025-11-03,1490,Nampula,104388,Nacala,19,3.41666666666667,Trawl Net,Motorized Boat,Estuary,1,4,DGP,Diagramma pictum,,3,,52,3500
apobg7g9x9c5ZqHbcn69T3,TRIP_719838372,2025-11-04,1484,Cabo Delgado,104320,Pemba,6,5.56666666666667,Gill Net,Motorized Boat,Open sea,1,1,LTQ,Lethrinus mahsena,,7,,7,2250
apobg7g9x9c5ZqHbcn69T3,TRIP_719841981,2025-11-04,1484,Cabo Delgado,104320,Pemba,7,5.23333333333333,Gill Net,Motorized Boat,Open sea,1,1,RAJ,Rajidae,,4,,4,700
apobg7g9x9c5ZqHbcn69T3,TRIP_719849299,2025-11-04,1484,Cabo Delgado,104320,Pemba,6,5.01666666666667,Gill Net,Planked Canoe,Open sea,1,1,OCS,Carcharhinus longimanus,,10,,10,1000
apobg7g9x9c5ZqHbcn69T3,TRIP_719884158,2025-11-04,1484,Cabo Delgado,104320,Pemba,6,7.25,Gill Net,Motorized Boat,Open sea,1,1,GQT,Plectorhinchus gaterinus,,15,,15,2500
apobg7g9x9c5ZqHbcn69T3,TRIP_719890821,2025-11-04,1484,Cabo Delgado,104310,Mecúfi,2,8.23333333333333,Hand Line,Dugout Canoe,Open sea,1,1,UPM,Upeneus moluccensis,,35,,35,3500
apobg7g9x9c5ZqHbcn69T3,TRIP_720113414,2025-11-04,1492,Sofala,104410,Beira,6,9.48333333333333,Trawl Net,Flat Boat,Estuary,1,1,AUD,Plicofollis dussumieri,,140,,140,10000
apobg7g9x9c5ZqHbcn69T3,TRIP_720113429,2025-11-04,1492,Sofala,104410,Beira,7,9.13333333333333,Gill Net,Flat Boat,Estuary,1,1,HIX,Hilsa kelee,,210,,210,15000
apobg7g9x9c5ZqHbcn69T3,TRIP_720113437,2025-11-04,1492,Sofala,104410,Beira,2,11.8833333333333,Long Line,Dugout Canoe,Estuary,1,1,AUD,Plicofollis dussumieri,,70,,105,6000
apobg7g9x9c5ZqHbcn69T3,TRIP_720113437,2025-11-04,1492,Sofala,104410,Beira,2,11.8833333333333,Long Line,Dugout Canoe,Estuary,1,2,CCE,Carcharhinus leucas,,35,,105,6000
apobg7g9x9c5ZqHbcn69T3,TRIP_720201381,2025-11-05,1484,Cabo Delgado,104320,Pemba,18,7.46666666666667,Purse Seine,Motorized Boat,Open sea,1,1,EFZ,Cheilopogon cyanopterus,,35,,35,5000
apobg7g9x9c5ZqHbcn69T3,TRIP_720216520,2025-11-05,1484,Cabo Delgado,104320,Pemba,1,7.51666666666667,Hand Line,,Open sea,1,1,FIP,Fistularia petimba,,35,,35,4500
apobg7g9x9c5ZqHbcn69T3,TRIP_720249492,2025-11-03,1490,Nampula,104388,Nacala,4,6.46666666666667,Gill Net,Dugout Canoe,Open sea,1,1,SUR,Acanthuridae,,25,,25,2500
apobg7g9x9c5ZqHbcn69T3,TRIP_720249506,2025-11-03,1490,Nampula,104388,Nacala,1,6.6,Hand Line,Dugout Canoe,Open sea,1,1,RPY,Parupeneus cyclostomus,,3.5,,3.5,500
apobg7g9x9c5ZqHbcn69T3,TRIP_720424850,2025-11-05,1492,Sofala,104410,Beira,2,8.31666666666667,Long Line,Dugout Canoe,Estuary,1,1,LKR,Otolithes ruber,,11.5,,,2120
apobg7g9x9c5ZqHbcn69T3,TRIP_720424850,2025-11-05,1492,Sofala,104410,Beira,2,8.31666666666667,Long Line,Dugout Canoe,Estuary,1,2,AUD,Plicofollis dussumieri,,,,,2120
apobg7g9x9c5ZqHbcn69T3,TRIP_720424931,2025-11-05,1492,Sofala,104410,Beira,2,9.56666666666667,Long Line,Dugout Canoe,Estuary,1,1,AUD,Plicofollis dussumieri,35,6.04930166425683,,,1300
apobg7g9x9c5ZqHbcn69T3,TRIP_720424931,2025-11-05,1492,Sofala,104410,Beira,2,9.56666666666667,Long Line,Dugout Canoe,Estuary,1,1,AUD,Plicofollis dussumieri,45,4.16922335566083,,,1300
apobg7g9x9c5ZqHbcn69T3,TRIP_720424931,2025-11-05,1492,Sofala,104410,Beira,2,9.56666666666667,Long Line,Dugout Canoe,Estuary,1,1,AUD,Plicofollis dussumieri,55,1.86163287029689,,,1300
apobg7g9x9c5ZqHbcn69T3,TRIP_720424931,2025-11-05,1492,Sofala,104410,Beira,2,9.56666666666667,Long Line,Dugout Canoe,Estuary,1,2,DDP,Muraenesox bagio,,,,,1300
apobg7g9x9c5ZqHbcn69T3,TRIP_720424934,2025-11-05,1492,Sofala,104410,Beira,2,10.9166666666667,Long Line,Dugout Canoe,Estuary,1,1,LKR,Otolithes ruber,,7.5,,9.17900491444797,1150
apobg7g9x9c5ZqHbcn69T3,TRIP_720424934,2025-11-05,1492,Sofala,104410,Beira,2,10.9166666666667,Long Line,Dugout Canoe,Estuary,1,2,CWZ,Carcharhinus spp,55,1.67900491444797,,9.17900491444797,1150
apobg7g9x9c5ZqHbcn69T3,TRIP_720424939,2025-11-05,1492,Sofala,104410,Beira,2,10.3333333333333,Long Line,Dugout Canoe,Estuary,1,1,AUD,Plicofollis dussumieri,35,7.56162708032104,,,2750
apobg7g9x9c5ZqHbcn69T3,TRIP_720424939,2025-11-05,1492,Sofala,104410,Beira,2,10.3333333333333,Long Line,Dugout Canoe,Estuary,1,1,AUD,Plicofollis dussumieri,45,12.5076700669825,,,2750
apobg7g9x9c5ZqHbcn69T3,TRIP_720424939,2025-11-05,1492,Sofala,104410,Beira,2,10.3333333333333,Long Line,Dugout Canoe,Estuary,1,1,AUD,Plicofollis dussumieri,55,1.86163287029689,,,2750
apobg7g9x9c5ZqHbcn69T3,TRIP_720424939,2025-11-05,1492,Sofala,104410,Beira,2,10.3333333333333,Long Line,Dugout Canoe,Estuary,1,2,DDP,Muraenesox bagio,,,,,2750
apobg7g9x9c5ZqHbcn69T3,TRIP_720424939,2025-11-05,1492,Sofala,104410,Beira,2,10.3333333333333,Long Line,Dugout Canoe,Estuary,1,3,MZZ,Actinopterygii,,4,,,2750
apobg7g9x9c5ZqHbcn69T3,TRIP_720424941,2025-11-05,1492,Sofala,104410,Beira,3,13,Gill Net,Flat Boat,Estuary,1,1,HIX,Hilsa kelee,,120,,120,10000
apobg7g9x9c5ZqHbcn69T3,TRIP_720424943,2025-11-05,1492,Sofala,104410,Beira,3,12.5833333333333,Gill Net,Flat Boat,Estuary,1,1,HIX,Hilsa kelee,,150,,150,12500
apobg7g9x9c5ZqHbcn69T3,TRIP_720466293,2025-11-05,1492,Sofala,104410,Beira,1,10,Gill Net,Dugout Canoe,Estuary,1,1,HIX,Hilsa kelee,12.5,0.134532169404316,,1.22950327686363,1200
apobg7g9x9c5ZqHbcn69T3,TRIP_720466293,2025-11-05,1492,Sofala,104410,Beira,1,10,Gill Net,Dugout Canoe,Estuary,1,1,HIX,Hilsa kelee,17.5,0.31115530540649,,1.22950327686363,1200
apobg7g9x9c5ZqHbcn69T3,TRIP_720466293,2025-11-05,1492,Sofala,104410,Beira,1,10,Gill Net,Dugout Canoe,Estuary,1,1,HIX,Hilsa kelee,7.5,0.0107624467849143,,1.22950327686363,1200
apobg7g9x9c5ZqHbcn69T3,TRIP_720466293,2025-11-05,1492,Sofala,104410,Beira,1,10,Gill Net,Dugout Canoe,Estuary,1,1,HIX,Hilsa kelee,22.5,0.166301889579942,,1.22950327686363,1200
apobg7g9x9c5ZqHbcn69T3,TRIP_720466293,2025-11-05,1492,Sofala,104410,Beira,1,10,Gill Net,Dugout Canoe,Estuary,1,2,OBJ,Scomberoides tol,17.5,0.103089048930186,,1.22950327686363,1200
apobg7g9x9c5ZqHbcn69T3,TRIP_720466293,2025-11-05,1492,Sofala,104410,Beira,1,10,Gill Net,Dugout Canoe,Estuary,1,2,OBJ,Scomberoides tol,22.5,0.503662416757785,,1.22950327686363,1200
apobg7g9x9c5ZqHbcn69T3,TRIP_720468237,2025-11-05,1492,Sofala,104410,Beira,1,9.83333333333333,Gill Net,Dugout Canoe,Seagrass,1,1,HIX,Hilsa kelee,12.5,0.115313288060842,,0.982992656794614,400
apobg7g9x9c5ZqHbcn69T3,TRIP_720468237,2025-11-05,1492,Sofala,104410,Beira,1,9.83333333333333,Gill Net,Dugout Canoe,Seagrass,1,1,HIX,Hilsa kelee,17.5,0.31115530540649,,0.982992656794614,400
apobg7g9x9c5ZqHbcn69T3,TRIP_720468237,2025-11-05,1492,Sofala,104410,Beira,1,9.83333333333333,Gill Net,Dugout Canoe,Seagrass,1,1,HIX,Hilsa kelee,22.5,0.166301889579942,,0.982992656794614,400
apobg7g9x9c5ZqHbcn69T3,TRIP_720468237,2025-11-05,1492,Sofala,104410,Beira,1,9.83333333333333,Gill Net,Dugout Canoe,Seagrass,1,2,DCC,Decapterus macrosoma,17.5,0.0523739961111294,,0.982992656794614,400
apobg7g9x9c5ZqHbcn69T3,TRIP_720468237,2025-11-05,1492,Sofala,104410,Beira,1,9.83333333333333,Gill Net,Dugout Canoe,Seagrass,1,2,DCC,Decapterus macrosoma,22.5,0.33784817763621,,0.982992656794614,400
apobg7g9x9c5ZqHbcn69T3,TRIP_720470137,2025-11-05,1492,Sofala,104410,Beira,1,10.3333333333333,Gill Net,Dugout Canoe,Estuary,1,1,HIX,Hilsa kelee,12.5,0.0960944067173687,,0.700178870121195,300
apobg7g9x9c5ZqHbcn69T3,TRIP_720470137,2025-11-05,1492,Sofala,104410,Beira,1,10.3333333333333,Gill Net,Dugout Canoe,Estuary,1,1,HIX,Hilsa kelee,17.5,0.31115530540649,,0.700178870121195,300
apobg7g9x9c5ZqHbcn69T3,TRIP_720470137,2025-11-05,1492,Sofala,104410,Beira,1,10.3333333333333,Gill Net,Dugout Canoe,Estuary,1,1,HIX,Hilsa kelee,7.5,0.0107624467849143,,0.700178870121195,300
apobg7g9x9c5ZqHbcn69T3,TRIP_720470137,2025-11-05,1492,Sofala,104410,Beira,1,10.3333333333333,Gill Net,Dugout Canoe,Estuary,1,1,HIX,Hilsa kelee,22.5,0.166301889579942,,0.700178870121195,300
apobg7g9x9c5ZqHbcn69T3,TRIP_720470137,2025-11-05,1492,Sofala,104410,Beira,1,10.3333333333333,Gill Net,Dugout Canoe,Estuary,1,2,OBJ,Scomberoides tol,12.5,0.0127757727022933,,0.700178870121195,300
apobg7g9x9c5ZqHbcn69T3,TRIP_720470137,2025-11-05,1492,Sofala,104410,Beira,1,10.3333333333333,Gill Net,Dugout Canoe,Estuary,1,2,OBJ,Scomberoides tol,17.5,0.103089048930186,,0.700178870121195,300
apobg7g9x9c5ZqHbcn69T3,TRIP_720613930,2025-11-06,1494,Zambézia,104458,Pebane,3,3.05,Gill Net,Planked Canoe,Open sea,1,1,PEO,Pellona ditchela,,30,,60,1500
apobg7g9x9c5ZqHbcn69T3,TRIP_720613930,2025-11-06,1494,Zambézia,104458,Pebane,3,3.05,Gill Net,Planked Canoe,Open sea,1,2,PEO,Pellona ditchela,,30,,60,1500
apobg7g9x9c5ZqHbcn69T3,TRIP_720655048,2025-11-06,1492,Sofala,104410,Beira,3,10.3333333333333,Gill Net,Flat Boat,Estuary,1,1,HIX,Hilsa kelee,,60,,64.6538213961278,4200
apobg7g9x9c5ZqHbcn69T3,TRIP_720655048,2025-11-06,1492,Sofala,104410,Beira,3,10.3333333333333,Gill Net,Flat Boat,Estuary,1,2,OBJ,Scomberoides tol,12.5,0.0255515454045866,,64.6538213961278,4200
apobg7g9x9c5ZqHbcn69T3,TRIP_720655048,2025-11-06,1492,Sofala,104410,Beira,3,10.3333333333333,Gill Net,Flat Boat,Estuary,1,2,OBJ,Scomberoides tol,17.5,0.309267146790559,,64.6538213961278,4200
apobg7g9x9c5ZqHbcn69T3,TRIP_720655048,2025-11-06,1492,Sofala,104410,Beira,3,10.3333333333333,Gill Net,Flat Boat,Estuary,1,2,OBJ,Scomberoides tol,22.5,0.791469512047948,,64.6538213961278,4200
apobg7g9x9c5ZqHbcn69T3,TRIP_720655048,2025-11-06,1492,Sofala,104410,Beira,3,10.3333333333333,Gill Net,Flat Boat,Estuary,1,2,OBJ,Scomberoides tol,27.5,0.129812140681295,,64.6538213961278,4200
apobg7g9x9c5ZqHbcn69T3,TRIP_720655048,2025-11-06,1492,Sofala,104410,Beira,3,10.3333333333333,Gill Net,Flat Boat,Estuary,1,3,DOB,Chirocentrus dorab,27.5,0.0845638919672603,,64.6538213961278,4200
apobg7g9x9c5ZqHbcn69T3,TRIP_720655048,2025-11-06,1492,Sofala,104410,Beira,3,10.3333333333333,Gill Net,Flat Boat,Estuary,1,3,DOB,Chirocentrus dorab,35,1.53697986357285,,64.6538213961278,4200
apobg7g9x9c5ZqHbcn69T3,TRIP_720655048,2025-11-06,1492,Sofala,104410,Beira,3,10.3333333333333,Gill Net,Flat Boat,Estuary,1,3,DOB,Chirocentrus dorab,45,1.7761772956633,,64.6538213961278,4200
apobg7g9x9c5ZqHbcn69T3,TRIP_720655162,2025-11-06,1492,Sofala,104410,Beira,3,10.5833333333333,Gill Net,Planked Canoe,Estuary,1,1,HIX,Hilsa kelee,,60,,60,4100
apobg7g9x9c5ZqHbcn69T3,TRIP_720655242,2025-11-06,1492,Sofala,104410,Beira,3,11.0833333333333,Gill Net,Flat Boat,Estuary,1,1,HIX,Hilsa kelee,,90,,90,5100
apobg7g9x9c5ZqHbcn69T3,TRIP_720891974,2025-11-07,1494,Zambézia,104455,Namacurra,,,,,,,,,,,,,,
apobg7g9x9c5ZqHbcn69T3,TRIP_721624522,2025-11-10,1490,Nampula,104388,Nacala,4,10,Gill Net,Dugout Canoe,Open sea,1,1,EFZ,Cheilopogon cyanopterus,,30,,30,2000
apobg7g9x9c5ZqHbcn69T3,TRIP_721624542,2025-11-10,1490,Nampula,104388,Nacala,3,6.75,Gill Net,Dugout Canoe,Estuary,1,1,SDB,Sardinella albella,,15,,25,1000
apobg7g9x9c5ZqHbcn69T3,TRIP_721624542,2025-11-10,1490,Nampula,104388,Nacala,3,6.75,Gill Net,Dugout Canoe,Estuary,1,2,GEJ,Gerres oyena,,10,,25,1000
apobg7g9x9c5ZqHbcn69T3,TRIP_721624555,2025-11-10,1490,Nampula,104388,Nacala,18,6.91666666666667,Trawl Net,Motorized Boat,Estuary,1,1,ECT,Encrasicholina heteroloba,,40,,55,1100
apobg7g9x9c5ZqHbcn69T3,TRIP_721624555,2025-11-10,1490,Nampula,104388,Nacala,18,6.91666666666667,Trawl Net,Motorized Boat,Estuary,1,2,SDB,Sardinella albella,,15,,55,1100
apobg7g9x9c5ZqHbcn69T3,TRIP_721819969,2025-11-10,1492,Sofala,104410,Beira,2,13.2,Gill Net,Dugout Canoe,Estuary,1,1,EYV,Thryssa vitrirostris,,25,,31,1950
apobg7g9x9c5ZqHbcn69T3,TRIP_721819969,2025-11-10,1492,Sofala,104410,Beira,2,13.2,Gill Net,Dugout Canoe,Estuary,1,2,LKR,Otolithes ruber,,1,,31,1950
apobg7g9x9c5ZqHbcn69T3,TRIP_721819969,2025-11-10,1492,Sofala,104410,Beira,2,13.2,Gill Net,Dugout Canoe,Estuary,1,3,PEO,Pellona ditchela,,3,,31,1950
apobg7g9x9c5ZqHbcn69T3,TRIP_721819969,2025-11-10,1492,Sofala,104410,Beira,2,13.2,Gill Net,Dugout Canoe,Estuary,1,4,LSJ,Alepes djedaba,,2,,31,1950
apobg7g9x9c5ZqHbcn69T3,TRIP_721819981,2025-11-10,1492,Sofala,104410,Beira,7,11.8,Trawl Net,Flat Boat,Estuary,1,1,NAP,Parapenaeopsis sculptilis,,105,,105,3200
apobg7g9x9c5ZqHbcn69T3,TRIP_721819984,2025-11-10,1492,Sofala,104410,Beira,6,10.4166666666667,Gill Net,Flat Boat,Estuary,1,1,HIX,Hilsa kelee,,70,,70,6000
apobg7g9x9c5ZqHbcn69T3,TRIP_721819991,2025-11-10,1492,Sofala,104410,Beira,6,12.1,Gill Net,Flat Boat,Estuary,1,1,HIX,Hilsa kelee,,105,,105,9500
apobg7g9x9c5ZqHbcn69T3,TRIP_721866542,2025-11-11,1484,Cabo Delgado,104320,Pemba,1,5.93333333333333,Hand Line,Dugout Canoe,Open sea,1,1,LTS,Lethrinus lentjan,,5,,5,1000
apobg7g9x9c5ZqHbcn69T3,TRIP_721870710,2025-11-11,1484,Cabo Delgado,104320,Pemba,1,5.66666666666667,Hand Line,Dugout Canoe,Open sea,1,1,ARQ,Aphareus rutilans,,10,,10,1100
apobg7g9x9c5ZqHbcn69T3,TRIP_721877370,2025-11-11,1484,Cabo Delgado,104320,Pemba,1,6.2,Hand Line,Dugout Canoe,Open sea,1,1,DCT,Decapterus tabl,,5,,5,800
apobg7g9x9c5ZqHbcn69T3,TRIP_721944702,2025-11-11,1484,Cabo Delgado,104320,Pemba,7,8.95,Gill Net,Motorized Boat,Open sea,1,1,EFZ,Cheilopogon cyanopterus,,35,,35,14400
apobg7g9x9c5ZqHbcn69T3,TRIP_722005294,2025-11-11,1484,Cabo Delgado,104320,Pemba,17,7.55,Trawl Net,Motorized Boat,Open sea,1,1,RUS,Decapterus russelli,,420,,420,18000
apobg7g9x9c5ZqHbcn69T3,TRIP_722288024,2025-11-12,1492,Sofala,104410,Beira,1,10,Gill Net,Dugout Canoe,Estuary,1,1,HIX,Hilsa kelee,17.5,3.1115530540649,,3.93366058054726,1500
apobg7g9x9c5ZqHbcn69T3,TRIP_722288024,2025-11-12,1492,Sofala,104410,Beira,1,10,Gill Net,Dugout Canoe,Estuary,1,1,HIX,Hilsa kelee,22.5,0.166301889579942,,3.93366058054726,1500
apobg7g9x9c5ZqHbcn69T3,TRIP_722288024,2025-11-12,1492,Sofala,104410,Beira,1,10,Gill Net,Dugout Canoe,Estuary,1,2,LHT,Trichiurus lepturus,55,0.655805636902413,,3.93366058054726,1500
apobg7g9x9c5ZqHbcn69T3,TRIP_722295658,2025-11-12,1492,Sofala,104410,Beira,1,8.33333333333333,Gill Net,Dugout Canoe,Estuary,1,1,LKR,Otolithes ruber,,5,,,750
apobg7g9x9c5ZqHbcn69T3,TRIP_722295658,2025-11-12,1492,Sofala,104410,Beira,1,8.33333333333333,Gill Net,Dugout Canoe,Estuary,1,2,EYV,Thryssa vitrirostris,17.5,,,,750
