survey_id,trip_id,landing_date,gaul_1_code,gaul_1_name,gaul_2_code,gaul_2_name,n_fishers,trip_duration_hrs,gear,vessel_type,catch_habitat,catch_outcome,n_catch,catch_taxon,scientific_name,length_cm,catch_kg,catch_price,tot_catch_kg,tot_catch_price
ajEruvrFJCzmi4cmWs9PAc,TRIP_645363673,2025-02-19T00:00:00Z,1696,Mjini Magharibi,106459,Mjini,5,9,Gill Net,Dhow,Open Sea,1,1,SRX,Rajiformes,85,6.93306027381665,,1112.53126584722,210000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645363673,2025-02-19T00:00:00Z,1696,Mjini Magharibi,106459,Mjini,5,9,Gill Net,Dhow,Open Sea,1,1,SRX,Rajiformes,95,1105.59820557341,,1112.53126584722,210000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645642162,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106459,Mjini,15,17,Purse Seine,Wooden Boat,Reef,1,1,MZZ,Actinopterygii,,60,,60,160000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645657679,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,,,,,,,,,,,,,,
ajEruvrFJCzmi4cmWs9PAc,TRIP_645659218,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,,,,,,,,,,,,,,
ajEruvrFJCzmi4cmWs9PAc,TRIP_645661015,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,,,,,,,,,,,,,,
ajEruvrFJCzmi4cmWs9PAc,TRIP_645675441,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,2,7,Hand Line,Dhow,Reef,1,1,IAX,Sepia spp,,5,,5,25000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645675453,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,1,8,Hand Line,Dhow,Reef,0,,,,,0,,0,0
ajEruvrFJCzmi4cmWs9PAc,TRIP_645678102,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,1,8,Hand Line,Dhow,Open Sea,1,1,IAX,Sepia spp,17.5,5.89058587601473,,5.89058587601473,35000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645690202,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,,,,,,,,,,,,,,
ajEruvrFJCzmi4cmWs9PAc,TRIP_645690217,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,1,9,Hand Line,Dhow,Reef,1,1,GPX,Epinephelus spp,,4,,4,20000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645690222,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,2,9,Hand Line,Dhow,Reef,0,,,,,0,,0,0
ajEruvrFJCzmi4cmWs9PAc,TRIP_645690228,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,1,9,Hand Line,Dhow,Reef,0,,,,,0,,0,0
ajEruvrFJCzmi4cmWs9PAc,TRIP_645692362,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,2,8,Hand Line,Dhow,Open Sea,1,1,MZZ,Actinopterygii,,5,,5,37000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645696434,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,3,8,Hand Line,Dhow,Reef,1,1,MZZ,Actinopterygii,,4,,4,22000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645726728,2025-02-20T00:00:00Z,1691,Kusini Unguja,106434,Kati,6,10,Gill Net,Dhow,Reef,1,1,SRX,Rajiformes,27.5,0.480558562175556,,0.480558562175556,18000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645726737,2025-02-20T00:00:00Z,1691,Kusini Unguja,106434,Kati,7,12,Stick Rod,Motorized Boat,Reef,1,1,SPI,Siganus spp,,3,,3,30000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645735081,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,4,8,Trap,Motorized Boat,Open Sea,1,1,GPX,Epinephelus spp,27.5,0.393547820849371,,6.39354782084937,75000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645735081,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,4,8,Trap,Motorized Boat,Open Sea,1,2,MZZ,Actinopterygii,,6,,6.39354782084937,75000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645785885,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106459,Mjini,7,6,Gill Net,Planked Canoe,Open Sea,1,1,SRX,Rajiformes,95,1105.59820557341,,1105.59820557341,650000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645785927,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106459,Mjini,2,9,Trap,Motorized Boat,Reef,1,1,MZZ,Actinopterygii,,108,,108,132000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645785940,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106459,Mjini,23,9,Ring Net,Wooden Boat,Reef,1,1,MZZ,Actinopterygii,,36,,41,315000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645785940,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106459,Mjini,23,9,Ring Net,Wooden Boat,Reef,1,2,PWT,Scaridae,,5,,41,315000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645791216,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106459,Mjini,26,9,Ring Net,Wooden Boat,Open Sea,1,1,MZZ,Actinopterygii,95,,,,460000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645795367,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,3,5,Trap,Motorized Boat,Open Sea,1,1,EMP,Lethrinidae,,8,,8,49000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645795376,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,2,4,Trap,Dugout Canoe,Reef,1,1,EMP,Lethrinidae,,5,,5,40000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645795387,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,2,6,Trap,Motorized Boat,Reef,1,1,EMP,Lethrinidae,,8,,8,80000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645795394,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,1,6,Trap,Motorized Boat,Reef,1,1,EMP,Lethrinidae,,8,,14,130000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645795394,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,1,6,Trap,Motorized Boat,Reef,1,2,EMP,Lethrinidae,,6,,14,130000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645795401,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,2,5,Trap,Dhow,Reef,1,1,PWT,Scaridae,,10,,10,145000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645795416,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,2,3,Stick Rod,Motorized Boat,Reef,1,1,CGX,Carangidae,,7,,12,75000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645795416,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,2,3,Stick Rod,Motorized Boat,Reef,1,2,PEZ,Penaeidae,,5,,12,75000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645795428,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,2,6,Stick Rod,Motorized Boat,Open Sea,1,1,OCZ,Octopus spp,,5,,8,65000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645795428,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,2,6,Stick Rod,Motorized Boat,Open Sea,1,2,MZZ,Actinopterygii,,3,,8,65000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645795437,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,2,6,Trap,Motorized Boat,Open Sea,1,1,MZZ,Actinopterygii,,7,,13,170000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645795437,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,2,6,Trap,Motorized Boat,Open Sea,1,2,MZZ,Actinopterygii,,6,,13,170000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645795446,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,6,5,Stick Rod,Motorized Boat,Open Sea,1,1,OCZ,Octopus spp,,10,,21,60000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645795446,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,6,5,Stick Rod,Motorized Boat,Open Sea,1,2,TUS,Thunnus spp,,4,,21,60000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645795446,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,6,5,Stick Rod,Motorized Boat,Open Sea,1,3,MZZ,Actinopterygii,,3,,21,60000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645795446,2025-02-20T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,6,5,Stick Rod,Motorized Boat,Open Sea,1,4,PEZ,Penaeidae,,4,,21,60000
ajEruvrFJCzmi4cmWs9PAc,TRIP_645846067,2025-02-20T00:00:00Z,1691,Kusini Unguja,106434,Kati,3,6,Purse Seine,Motorized Boat,Reef,1,1,BEN,Belonidae,,40,,40,1e+05
ajEruvrFJCzmi4cmWs9PAc,TRIP_645941478,2025-02-21T00:00:00Z,1686,Kaskazini Unguja,106415,Kaskazini A,20,8,Purse Seine,Motorized Boat,Open Sea,1,1,UNKN,NA,7.5,,,,50000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646486454,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,3,12,Cast Net,Motorized Boat,Open Sea,1,1,IAX,Sepia spp,,3,,3,30000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646523561,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,1,5,Hand Line,Dhow,Shore,0,,,,,0,,0,0
ajEruvrFJCzmi4cmWs9PAc,TRIP_646523564,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,3,8,Hand Line,Dhow,Reef,0,,,,,0,,0,0
ajEruvrFJCzmi4cmWs9PAc,TRIP_646533590,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,1,15,Hand Line,Dhow,Reef,1,1,IAX,Sepia spp,,6,,6,35000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646533599,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,1,5,Trap,Motorized Boat,Open Sea,1,1,EMP,Lethrinidae,,16,,16,55000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646533608,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,1,5,Hand Line,Dhow,Reef,1,1,IAX,Sepia spp,,3,,3,10000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646533614,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,4,5,Hand Line,Dhow,Reef,0,,,,,0,,0,0
ajEruvrFJCzmi4cmWs9PAc,TRIP_646533624,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,0,3,Hand Line,Dhow,Reef,0,,,,,0,,0,0
ajEruvrFJCzmi4cmWs9PAc,TRIP_646533635,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,2,9,Hand Line,Dhow,Open Sea,1,1,EMP,Lethrinidae,,5,,5,22000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646533640,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,1,8,Hand Line,Dhow,Reef,0,,,,,0,,0,0
ajEruvrFJCzmi4cmWs9PAc,TRIP_646533659,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,1,9,Hand Line,Dhow,Reef,0,,,,,0,,0,0
ajEruvrFJCzmi4cmWs9PAc,TRIP_646533663,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,1,4,Hand Line,Dhow,Reef,0,,,,,0,,0,0
ajEruvrFJCzmi4cmWs9PAc,TRIP_646533668,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,1,8,Hand Line,Dhow,Reef,1,1,GPX,Epinephelus spp,,3,,6,20000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646533668,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,1,8,Hand Line,Dhow,Reef,1,2,GPX,Epinephelus spp,,3,,6,20000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646533672,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,1,15,Hand Line,Dhow,Reef,1,1,IAX,Sepia spp,,5,,5,30000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646543111,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,2,8,Trap,Motorized Boat,Reef,1,1,EMP,Lethrinidae,,4,,4,25
ajEruvrFJCzmi4cmWs9PAc,TRIP_646543117,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,2,8,Hand Line,Dhow,Reef,1,1,MZZ,Actinopterygii,,2,,2,13000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646543995,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,1,9,Hand Line,Dhow,Reef,1,1,IAX,Sepia spp,,4,,4,30000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646544010,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,1,9,Hand Line,Dhow,Reef,1,1,EMP,Lethrinidae,,4,,4,55000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646544026,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,1,8,Hand Line,Dhow,Reef,1,1,IAX,Sepia spp,,2,,2,35000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646544237,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,2,8,Hand Line,Dhow,Open Sea,1,1,MZZ,Actinopterygii,,2,,2,14
ajEruvrFJCzmi4cmWs9PAc,TRIP_646549352,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,3,8,Hand Line,Dhow,Reef,1,1,WRA,Labridae,,3,,3,22000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646565336,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,2,8,Trap,Motorized Boat,Reef,1,1,MZZ,Actinopterygii,,20,,20,2e+05
ajEruvrFJCzmi4cmWs9PAc,TRIP_646583583,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106459,Mjini,3,4,Ring Net,Wooden Boat,Open Sea,1,1,MZZ,Actinopterygii,145,,,,184000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646583583,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106459,Mjini,3,4,Ring Net,Wooden Boat,Open Sea,1,2,CBA,Rachycentron canadum,145,47.3307537234527,,,184000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646620538,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106459,Mjini,19,11,Purse Seine,Wooden Boat,Reef,1,1,MZZ,Actinopterygii,130,,,,390000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646627278,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,3,5,Stick Rod,Dhow,Reef,1,1,OCZ,Octopus spp,,5,,9,470000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646627278,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,3,5,Stick Rod,Dhow,Reef,1,2,MZZ,Actinopterygii,,4,,9,470000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646627287,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,3,6,Stick Rod,Dhow,Reef,1,1,MZZ,Actinopterygii,,4,,8,75000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646627287,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,3,6,Stick Rod,Dhow,Reef,1,2,OCZ,Octopus spp,,4,,8,75000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646627297,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,2,5,Trap,Motorized Boat,Reef,1,1,MZZ,Actinopterygii,,12,,12,140000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646627315,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,2,5,Trap,,Open Sea,1,1,EMP,Lethrinidae,,8,,8,130000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646627325,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,2,5,Trap,Motorized Boat,Reef,1,1,MZZ,Actinopterygii,,10,,10,160000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646627331,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,2,5,Trap,Motorized Boat,Reef,1,1,EMP,Lethrinidae,,34,,42,170000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646627331,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,2,5,Trap,Motorized Boat,Reef,1,2,EMP,Lethrinidae,,8,,42,170000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646627340,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,2,5,Trap,Dhow,Open Sea,1,1,MZZ,Actinopterygii,,13,,25,220000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646627340,2025-02-24T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,2,5,Trap,Dhow,Open Sea,1,2,EMP,Lethrinidae,,12,,25,220000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646951273,2025-02-25T00:00:00Z,1696,Mjini Magharibi,106459,Mjini,4,8,Hand Line,Wooden Boat,Open Sea,1,1,CGX,Carangidae,145,47.55855,,47.55855,190000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646951289,2025-02-25T00:00:00Z,1696,Mjini Magharibi,106459,Mjini,15,5,Purse Seine,Wooden Boat,Open Sea,1,1,MZZ,Actinopterygii,130,,,,150000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646951296,2025-02-25T00:00:00Z,1696,Mjini Magharibi,106459,Mjini,3,6,Trap,Wooden Boat,Reef,1,1,MZZ,Actinopterygii,,36,,36,51000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646951302,2025-02-25T00:00:00Z,1696,Mjini Magharibi,106459,Mjini,18,12,Purse Seine,Wooden Boat,Open Sea,1,1,TUS,Thunnus spp,145,64.0315818923975,,64.0315818923975,750000
ajEruvrFJCzmi4cmWs9PAc,TRIP_646951340,2025-02-25T00:00:00Z,1696,Mjini Magharibi,106459,Mjini,46,13,Purse Seine,Wooden Boat,Open Sea,1,1,MOJ,Gerres spp,,80,,80,2e+05
ajEruvrFJCzmi4cmWs9PAc,TRIP_647109127,2025-02-26T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,,,,,,,,,,,,,,
ajEruvrFJCzmi4cmWs9PAc,TRIP_647109128,2025-02-26T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,,,,,,,,,,,,,,
ajEruvrFJCzmi4cmWs9PAc,TRIP_647195931,2025-02-26T00:00:00Z,1696,Mjini Magharibi,106457,Magharibi A,,,,,,,,,,,,,,
ajEruvrFJCzmi4cmWs9PAc,TRIP_648237727,2025-03-03T00:00:00Z,1696,Mjini Magharibi,106459,Mjini,25,9,Purse Seine,Wooden Boat,Open Sea,1,1,MZZ,Actinopterygii,,1150,,1150,2350000
ajEruvrFJCzmi4cmWs9PAc,TRIP_648238790,2025-03-03T00:00:00Z,1696,Mjini Magharibi,106459,Mjini,19,12,Purse Seine,Wooden Boat,Open Sea,1,1,MZZ,Actinopterygii,,322,,322,686000
ajEruvrFJCzmi4cmWs9PAc,TRIP_648239701,2025-03-03T00:00:00Z,1696,Mjini Magharibi,106459,Mjini,16,10,Purse Seine,Wooden Boat,Open Sea,1,1,MZZ,Actinopterygii,,230,,230,5e+05
ajEruvrFJCzmi4cmWs9PAc,TRIP_648241237,2025-03-03T00:00:00Z,1696,Mjini Magharibi,106459,Mjini,25,11,Purse Seine,Wooden Boat,Open Sea,1,1,MZZ,Actinopterygii,,345,,345,9e+05
ajEruvrFJCzmi4cmWs9PAc,TRIP_648242368,2025-03-03T00:00:00Z,1696,Mjini Magharibi,106459,Mjini,16,12,Purse Seine,Wooden Boat,Open Sea,1,1,MZZ,Actinopterygii,,621,,621,1485000
ajEruvrFJCzmi4cmWs9PAc,TRIP_648244373,2025-03-03T00:00:00Z,1696,Mjini Magharibi,106459,Mjini,13,12,Purse Seine,Wooden Boat,Open Sea,1,1,MZZ,Actinopterygii,,690,,690,1500000
ajEruvrFJCzmi4cmWs9PAc,TRIP_648246624,2025-03-03T00:00:00Z,1696,Mjini Magharibi,106459,Mjini,13,12,Purse Seine,Wooden Boat,Open Sea,1,1,MZZ,Actinopterygii,,805,,805,1750000
ajEruvrFJCzmi4cmWs9PAc,TRIP_648343610,2025-03-03T00:00:00Z,1696,Mjini Magharibi,106459,Mjini,60,11,Ring Net,Wooden Boat,Open Sea,1,1,CLP,Clupeidae,,345,,345,1350000
ajEruvrFJCzmi4cmWs9PAc,TRIP_648346782,2025-03-03T00:00:00Z,1696,Mjini Magharibi,106459,Mjini,24,11,Ring Net,Wooden Boat,Open Sea,1,1,MZZ,Actinopterygii,,169,,169,1560000
ajEruvrFJCzmi4cmWs9PAc,TRIP_648352857,2025-03-03T00:00:00Z,1696,Mjini Magharibi,106459,Mjini,55,9,Ring Net,Wooden Boat,Open Sea,1,1,SNX,Lutjanidae,,529,,529,1610000
ajEruvrFJCzmi4cmWs9PAc,TRIP_648354035,2025-03-03T00:00:00Z,1696,Mjini Magharibi,106459,Mjini,32,12,Ring Net,Dhow,Open Sea,1,1,MZZ,Actinopterygii,,320,,320,2200000
ajEruvrFJCzmi4cmWs9PAc,TRIP_648373177,2025-03-03T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,6,7,Stick Rod,Dhow,Reef,1,1,OCZ,Octopus spp,,21,,24,80000
ajEruvrFJCzmi4cmWs9PAc,TRIP_648373177,2025-03-03T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,6,7,Stick Rod,Dhow,Reef,1,2,IAX,Sepia spp,,3,,24,80000
ajEruvrFJCzmi4cmWs9PAc,TRIP_648373182,2025-03-03T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,1,4,Trap,Dugout Canoe,Reef,1,1,SPI,Siganus spp,,4,,4,25000
ajEruvrFJCzmi4cmWs9PAc,TRIP_648373190,2025-03-03T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,1,4,Hand Line,Dugout Canoe,Reef,1,1,MZZ,Actinopterygii,,4,,4,35000
ajEruvrFJCzmi4cmWs9PAc,TRIP_648373199,2025-03-03T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,2,5,Trap,Motorized Boat,Reef,1,1,EMP,Lethrinidae,,10,,10,150000
ajEruvrFJCzmi4cmWs9PAc,TRIP_648373203,2025-03-03T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,2,4,Trap,Motorized Boat,Open Sea,1,1,MUM,Mullidae,,8,,8,140000
ajEruvrFJCzmi4cmWs9PAc,TRIP_648373211,2025-03-03T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,2,4,Trap,Dhow,Open Sea,1,1,SPI,Siganus spp,,5,,9,1e+05
ajEruvrFJCzmi4cmWs9PAc,TRIP_648373211,2025-03-03T00:00:00Z,1696,Mjini Magharibi,106458,Magharibi B,2,4,Trap,Dhow,Open Sea,1,2,SPI,Siganus spp,,4,,9,1e+05
ajEruvrFJCzmi4cmWs9PAc,TRIP_648533417,2025-03-04T00:00:00Z,1685,Kaskazini Pemba,106414,Wete,3,6,Hand Line,Outrigger Canoe,FAD,1,1,CGX,Carangidae,22.5,1.0661625,,3.37715625,120000
ajEruvrFJCzmi4cmWs9PAc,TRIP_648533417,2025-03-04T00:00:00Z,1685,Kaskazini Pemba,106414,Wete,3,6,Hand Line,Outrigger Canoe,FAD,1,1,CGX,Carangidae,27.5,0.97329375,,3.37715625,120000
ajEruvrFJCzmi4cmWs9PAc,TRIP_648533417,2025-03-04T00:00:00Z,1685,Kaskazini Pemba,106414,Wete,3,6,Hand Line,Outrigger Canoe,FAD,1,1,CGX,Carangidae,35,1.3377,,3.37715625,120000
ajEruvrFJCzmi4cmWs9PAc,TRIP_648534701,2025-03-04T00:00:00Z,1685,Kaskazini Pemba,106414,Wete,2,7,Hand Line,Outrigger Canoe,Reef,0,,,,,0,,0,0
